OrderID,OrderDate,Region,Salesperson,Category,Product,Units,UnitPrice,Revenue,CustomerType
ORD00095,11-05-2024,West,Divya,Grocery,Rice,43,1929.83,82982.69,Wholesale
ORD00096,26-11-2025,South,Arjun,Furniture,Chair,4,1211.02,4844.08,Retail
ORD00097,10-01-2024,West,Meena,Electronics,Laptop,16,916.37,14661.92,Retail
ORD00098,19-08-2025,South,Priya,Furniture,Chair,19,1247.66,23705.54,Wholesale
ORD00099,28-03-2024,East,Divya,Clothing,Jeans,13,1698.38,22078.94,Wholesale
ORD00100,27-06-2024,East,Meena,Furniture,Cabinet,18,1026,18468,Retail
ORD00101,11-01-2024,West,Amit,Furniture,Cabinet,33,971,32043,Wholesale
ORD00102,05-10-2024,East,Meena,Clothing,Jacket,23,59.13,1359.99,Retail
ORD00103,29-06-2024,West,Meena,Grocery,Oil,19,36.93,701.67,Wholesale
ORD00104,26-09-2025,West,Karthik,Grocery,Rice,47,1618.35,76062.45,Wholesale
ORD00105,03-07-2025,East,Priya,Clothing,Jacket,34,803.67,27324.78,Wholesale
ORD00106,08-04-2024,East,Sneha,Clothing,Shirt,14,1909.68,26735.52,Retail
ORD00107,10-07-2025,West,Amit,Furniture,Chair,36,774.69,27888.84,Retail
ORD00108,10-09-2025,East,Sneha,Furniture,Cabinet,39,814.76,31775.64,Wholesale
ORD00109,26-07-2025,North,Amit,Clothing,Shirt,19,1186.94,22551.86,Retail
ORD00110,21-02-2024,South,Priya,Clothing,Jacket,31,1343.79,41657.49,Retail
ORD00111,11-07-2025,West,Sneha,Clothing,Jeans,29,699.42,20283.18,Wholesale
ORD00112,16-08-2025,South,Divya,Grocery,Oil,45,1459.77,65689.65,Retail
ORD00113,25-09-2024,East,Rahul,Furniture,Desk,29,650.06,18851.74,Retail
ORD00114,13-04-2024,West,Priya,Electronics,Laptop,20,72.62,1452.4,Wholesale
ORD00115,10-04-2024,West,Sneha,Grocery,Oil,19,1261.54,23969.26,Wholesale
ORD00116,29-01-2024,South,Arjun,Grocery,Oil,10,1890.66,18906.6,Retail
ORD00117,06-12-2024,East,Rahul,Furniture,Desk,15,686.6,10299,Wholesale
ORD00118,05-10-2024,South,Amit,Furniture,Desk,43,1392.43,59874.49,Wholesale
ORD00119,27-09-2024,North,Karthik,Furniture,Chair,46,1525.59,70177.14,Wholesale
ORD00120,08-07-2024,East,Amit,Furniture,Cabinet,22,783.02,17226.44,Retail
ORD00121,13-02-2025,South,Arjun,Grocery,Sugar,45,1918.86,86348.7,Retail
ORD00122,29-06-2024,East,Rahul,Furniture,Chair,48,1276.01,61248.48,Retail
ORD00123,13-08-2025,North,Divya,Clothing,Shirt,28,1471.55,41203.4,Wholesale
ORD00124,06-02-2025,North,Priya,Clothing,Shirt,25,628.22,15705.5,Retail
ORD00125,03-07-2024,West,Divya,Electronics,Monitor,32,117.34,3754.88,Retail
ORD00126,30-01-2025,East,Sneha,Grocery,Sugar,49,256.78,12582.22,Wholesale
ORD00127,27-08-2024,West,Priya,Furniture,Chair,27,344.99,9314.73,Retail
ORD00128,21-11-2025,East,Rahul,Clothing,Jeans,35,1198.14,41934.9,Retail
ORD00129,20-12-2025,East,Rahul,Clothing,Jeans,46,1485.31,68324.26,Retail
ORD00130,07-04-2025,West,Divya,Electronics,Laptop,49,1062.96,52085.04,Wholesale
ORD00131,29-04-2025,East,Meena,Electronics,Tablet,14,722.38,10113.32,Wholesale
ORD00132,18-08-2025,East,Amit,Furniture,Desk,12,529.14,6349.68,Wholesale
ORD00133,18-08-2024,West,Priya,Furniture,Cabinet,40,936.32,37452.8,Retail
ORD00134,23-10-2024,West,Rahul,Grocery,Rice,1,1510.05,1510.05,Wholesale
ORD00135,15-04-2024,East,Divya,Furniture,Cabinet,26,808.7,21026.2,Wholesale
ORD00136,19-02-2024,East,Meena,Grocery,Milk,38,747.86,28418.68,Retail
ORD00137,13-09-2025,South,Rahul,Furniture,Cabinet,28,1933.94,54150.32,Retail
ORD00138,25-07-2025,West,Rahul,Clothing,Jacket,35,1898.62,66451.7,Wholesale
ORD00139,18-07-2024,North,Divya,Grocery,Milk,5,1344.46,6722.3,Wholesale
ORD00140,10-10-2025,East,Meena,Furniture,Table,46,1263.6,58125.6,Wholesale
ORD00141,06-02-2025,South,Priya,Grocery,Milk,34,1910.31,64950.54,Wholesale
ORD00142,07-09-2025,West,Priya,Grocery,Sugar,27,1758.1,47468.7,Wholesale
ORD00143,31-05-2024,South,Divya,Clothing,Jacket,38,616.85,23440.3,Retail
ORD00144,30-11-2024,East,Rahul,Furniture,Chair,37,175.7,6500.9,Wholesale
ORD00145,21-07-2025,East,Arjun,Electronics,Laptop,15,1583.76,23756.4,Retail
ORD00146,28-11-2025,North,Divya,Grocery,Milk,15,321.57,4823.55,Retail
ORD00147,08-06-2024,East,Amit,Furniture,Cabinet,29,1453.41,42148.89,Retail
ORD00148,15-09-2025,East,Sneha,Grocery,Oil,1,1107.47,1107.47,Wholesale
ORD00149,26-11-2025,West,Meena,Clothing,Jacket,28,1103.59,30900.52,Retail
ORD00150,14-12-2024,North,Sneha,Grocery,Sugar,37,1161.21,42964.77,Retail
ORD00151,21-02-2025,South,Arjun,Clothing,Jacket,42,945.4,39706.8,Wholesale
ORD00152,22-07-2024,East,Karthik,Electronics,Laptop,35,1612.38,56433.3,Retail
ORD00153,05-11-2025,North,Rahul,Electronics,Monitor,14,1575.52,22057.28,Wholesale
ORD00154,11-08-2024,East,Karthik,Furniture,Desk,47,415.4,19523.8,Wholesale
ORD00155,13-10-2024,North,Sneha,Grocery,Oil,48,702.79,33733.92,Wholesale
ORD00156,24-05-2025,West,Priya,Clothing,Shirt,6,759.5,4557,Retail
ORD00157,14-01-2024,East,Meena,Electronics,Monitor,25,1977.02,49425.5,Wholesale
ORD00158,01-09-2025,South,Karthik,Furniture,Chair,7,781.07,5467.49,Retail
ORD00159,10-06-2024,South,Sneha,Electronics,Laptop,42,1597.35,67088.7,Wholesale
ORD00160,11-08-2024,South,Karthik,Grocery,Rice,45,1178.04,53011.8,Retail
ORD00161,30-04-2024,North,Arjun,Furniture,Desk,11,1707.82,18786.02,Wholesale
ORD00162,16-06-2024,South,Amit,Clothing,Shoes,37,1387.67,51343.79,Retail
ORD00163,30-01-2024,East,Divya,Clothing,Jacket,23,994.43,22871.89,Wholesale
ORD00164,01-04-2024,West,Arjun,Electronics,Laptop,42,160.95,6759.9,Retail
ORD00165,21-11-2025,East,Divya,Clothing,Jacket,18,1645.54,29619.72,Retail
ORD00166,06-08-2025,South,Arjun,Electronics,Monitor,31,183.38,5684.78,Wholesale
ORD00167,19-01-2025,West,Arjun,Electronics,Phone,29,347.75,10084.75,Retail
ORD00168,07-12-2025,South,Priya,Grocery,Milk,44,821.99,36167.56,Wholesale
ORD00169,17-05-2025,North,Arjun,Electronics,Laptop,17,1839.75,31275.75,Wholesale
ORD00170,17-07-2024,North,Karthik,Clothing,Jacket,19,1311.01,24909.19,Retail
ORD00171,11-10-2025,South,Arjun,Grocery,Milk,16,1263.38,20214.08,Retail
ORD00172,15-09-2025,East,Sneha,Furniture,Desk,15,719.69,10795.35,Wholesale
ORD00173,21-12-2024,West,Karthik,Furniture,Cabinet,2,712.8,1425.6,Retail
ORD00174,02-05-2025,North,Rahul,Grocery,Milk,49,1089.63,53391.87,Wholesale
ORD00175,10-09-2024,South,Priya,Grocery,Oil,39,655.17,25551.63,Wholesale
ORD00176,13-03-2025,North,Meena,Clothing,Jacket,18,1377.01,24786.18,Retail
ORD00177,15-06-2024,East,Karthik,Grocery,Sugar,42,623.26,26176.92,Wholesale
ORD00178,08-12-2024,South,Divya,Furniture,Cabinet,30,900,27000,Wholesale
ORD00179,26-02-2024,East,Divya,Clothing,Jacket,44,877.7,38618.8,Retail
ORD00180,29-07-2024,West,Amit,Grocery,Oil,21,140.41,2948.61,Retail
ORD00181,25-04-2024,West,Sneha,Furniture,Desk,22,1827.35,40201.7,Wholesale
ORD00182,07-10-2025,South,Priya,Grocery,Rice,1,1908.76,1908.76,Wholesale
ORD00183,27-01-2024,West,Sneha,Electronics,Monitor,9,975.77,8781.93,Wholesale
ORD00184,25-04-2025,South,Sneha,Grocery,Rice,9,1652.79,14875.11,Retail
ORD00185,13-12-2024,North,Karthik,Clothing,Shoes,7,1472.24,10305.68,Wholesale
ORD00186,02-04-2025,West,Priya,Clothing,Jacket,43,574.58,24706.94,Retail
ORD00187,09-04-2025,East,Rahul,Clothing,Jacket,32,1069.66,34229.12,Wholesale
ORD00188,20-04-2025,East,Priya,Furniture,Chair,9,1399.56,12596.04,Retail
ORD00189,23-12-2024,North,Sneha,Grocery,Sugar,40,733.59,29343.6,Wholesale
ORD00190,27-06-2025,South,Amit,Electronics,Tablet,34,1463.9,49772.6,Wholesale
ORD00191,19-08-2024,South,Meena,Clothing,Jeans,49,225.01,11025.49,Retail
ORD00192,02-04-2025,North,Divya,Furniture,Table,40,1054.45,42178,Retail
ORD00193,22-05-2024,North,Karthik,Grocery,Milk,14,862.72,12078.08,Wholesale
ORD00194,29-07-2025,South,Priya,Clothing,Jeans,12,1140.53,13686.36,Wholesale
ORD00195,06-09-2024,West,Amit,Furniture,Table,21,516.17,10839.57,Wholesale
ORD00196,27-05-2025,East,Rahul,Clothing,Shoes,13,314.7,4091.1,Wholesale
ORD00197,08-09-2024,South,Rahul,Electronics,Monitor,30,412.06,12361.8,Wholesale
ORD00198,17-12-2024,West,Arjun,Grocery,Milk,40,620.25,24810,Wholesale
ORD00199,07-12-2024,North,Priya,Electronics,Phone,9,232.5,2092.5,Retail
ORD00200,15-04-2025,South,Divya,Grocery,Sugar,22,768.57,16908.54,Wholesale
ORD00201,20-03-2024,South,Meena,Grocery,Milk,7,546.28,3823.96,Retail
ORD00202,16-06-2024,East,Priya,Electronics,Tablet,10,902.66,9026.6,Wholesale
ORD00203,31-12-2025,West,Karthik,Furniture,Chair,17,1351.05,22967.85,Retail
ORD00204,14-06-2024,North,Amit,Electronics,Tablet,44,1588.51,69894.44,Wholesale
ORD00205,05-03-2025,South,Karthik,Furniture,Cabinet,7,1104.3,7730.1,Wholesale
ORD00206,11-09-2025,East,Rahul,Clothing,Shoes,38,628.54,23884.52,Retail
ORD00207,14-06-2025,South,Karthik,Grocery,Oil,19,429.49,8160.31,Retail
ORD00208,06-11-2025,South,Meena,Clothing,Jeans,27,1183.17,31945.59,Wholesale
ORD00209,28-05-2024,East,Divya,Electronics,Tablet,17,22.18,377.06,Wholesale
ORD00210,26-01-2025,South,Rahul,Furniture,Cabinet,43,337.26,14502.18,Retail
ORD00211,30-06-2025,East,Karthik,Clothing,Shirt,21,1607.51,33757.71,Retail
ORD00212,09-10-2025,North,Karthik,Furniture,Desk,47,1586.9,74584.3,Wholesale
ORD00213,14-10-2025,East,Arjun,Clothing,Shirt,31,1192.74,36974.94,Wholesale
ORD00214,09-11-2024,North,Meena,Grocery,Rice,13,1155.94,15027.22,Wholesale
ORD00215,17-10-2025,West,Divya,Clothing,Jacket,15,437.29,6559.35,Retail
ORD00216,04-10-2025,East,Arjun,Furniture,Cabinet,35,182.56,6389.6,Wholesale
ORD00217,27-02-2025,South,Karthik,Grocery,Milk,15,511.09,7666.35,Retail
ORD00218,08-02-2025,North,Amit,Furniture,Chair,13,1994.1,25923.3,Retail
ORD00219,21-01-2025,East,Priya,Furniture,Cabinet,50,207.93,10396.5,Wholesale
ORD00220,06-10-2025,West,Amit,Electronics,Monitor,30,554.39,16631.7,Retail
ORD00221,28-12-2024,South,Meena,Electronics,Monitor,22,1081.16,23785.52,Retail
ORD00222,14-05-2024,North,Meena,Clothing,Shirt,7,362.28,2535.96,Retail
ORD00223,26-07-2025,South,Priya,Electronics,Monitor,13,1011.96,13155.48,Wholesale
ORD00224,18-12-2025,West,Divya,Clothing,Shirt,23,1647.23,37886.29,Retail
ORD00225,23-07-2025,East,Priya,Grocery,Oil,30,1811.07,54332.1,Retail
ORD00226,11-09-2024,West,Rahul,Electronics,Tablet,9,470.96,4238.64,Retail
ORD00227,04-01-2025,West,Amit,Grocery,Sugar,21,51.53,1082.13,Retail
ORD00228,23-01-2025,East,Karthik,Clothing,Shirt,47,1252.67,58875.49,Retail
ORD00229,27-12-2024,West,Priya,Clothing,Shoes,49,1117.2,54742.8,Retail
ORD00230,08-04-2025,South,Priya,Clothing,Jacket,39,665.74,25963.86,Retail
ORD00231,22-05-2025,West,Arjun,Grocery,Oil,26,1671.61,43461.86,Retail
ORD00232,14-03-2025,South,Priya,Grocery,Sugar,2,982.07,1964.14,Wholesale
ORD00233,25-02-2025,East,Divya,Electronics,Monitor,29,512.15,14852.35,Wholesale
ORD00234,12-12-2025,South,Meena,Electronics,Monitor,11,1130.64,12437.04,Retail
ORD00235,26-02-2024,North,Priya,Electronics,Phone,28,1391.42,38959.76,Wholesale
ORD00236,20-05-2024,East,Sneha,Clothing,Shoes,6,1614.68,9688.08,Retail
ORD00237,09-06-2025,East,Rahul,Electronics,Phone,45,369.59,16631.55,Retail
ORD00238,20-02-2024,North,Meena,Electronics,Laptop,24,46.89,1125.36,Retail
ORD00239,14-03-2025,West,Priya,Clothing,Jeans,25,107.57,2689.25,Wholesale
ORD00240,27-11-2024,West,Karthik,Electronics,Laptop,19,310.39,5897.41,Wholesale
ORD00241,03-05-2024,North,Priya,Clothing,Shoes,38,195.77,7439.26,Retail
ORD00242,03-04-2024,East,Amit,Grocery,Rice,47,1531.55,71982.85,Retail
ORD00243,04-10-2024,South,Arjun,Electronics,Monitor,45,1846.53,83093.85,Retail
ORD00244,01-02-2025,West,Priya,Grocery,Oil,24,753.09,18074.16,Retail
ORD00245,09-05-2024,West,Sneha,Grocery,Milk,22,32,704,Wholesale
ORD00246,23-09-2025,South,Karthik,Grocery,Sugar,16,316.82,5069.12,Retail
ORD00247,24-10-2025,North,Rahul,Furniture,Table,27,1981.48,53499.96,Retail
ORD00248,04-01-2025,South,Amit,Electronics,Laptop,19,338.17,6425.23,Retail
ORD00249,03-04-2025,East,Meena,Clothing,Jeans,39,1350.87,52683.93,Wholesale
ORD00250,26-11-2025,North,Sneha,Grocery,Oil,15,178.61,2679.15,Retail
ORD00251,23-04-2025,South,Rahul,Clothing,Shirt,3,654.23,1962.69,Wholesale
ORD00252,08-01-2025,West,Sneha,Furniture,Cabinet,20,1419.8,28396,Wholesale
ORD00253,20-09-2024,East,Arjun,Electronics,Laptop,36,373.27,13437.72,Retail
ORD00254,20-06-2024,West,Karthik,Electronics,Laptop,42,825.28,34661.76,Retail
ORD00255,10-12-2025,East,Meena,Clothing,Jacket,19,560.6,10651.4,Wholesale
ORD00256,25-04-2024,North,Priya,Clothing,Shoes,24,1236.35,29672.4,Wholesale
ORD00257,05-01-2025,South,Amit,Clothing,Shirt,50,1484.57,74228.5,Retail
ORD00258,16-03-2024,South,Divya,Clothing,Shirt,32,505.36,16171.52,Wholesale
ORD00259,24-05-2024,East,Rahul,Furniture,Chair,42,610.43,25638.06,Wholesale
ORD00260,29-12-2025,West,Arjun,Furniture,Cabinet,37,1594.24,58986.88,Retail
ORD00261,10-09-2025,South,Divya,Electronics,Laptop,15,1557.75,23366.25,Retail
ORD00262,18-12-2024,East,Divya,Clothing,Jeans,42,364.15,15294.3,Wholesale
ORD00263,17-11-2025,North,Divya,Electronics,Phone,10,1849.91,18499.1,Retail
ORD00264,01-06-2024,North,Arjun,Grocery,Milk,48,608.49,29207.52,Retail
ORD00265,29-07-2024,West,Rahul,Clothing,Jeans,50,156.82,7841,Retail
ORD00266,13-07-2024,West,Arjun,Grocery,Oil,24,557.03,13368.72,Wholesale
ORD00267,17-07-2024,South,Karthik,Electronics,Tablet,9,382.85,3445.65,Wholesale
ORD00268,14-05-2024,East,Karthik,Electronics,Monitor,14,1623.02,22722.28,Retail
ORD00269,15-07-2024,North,Priya,Furniture,Desk,49,1610.05,78892.45,Wholesale
ORD00270,04-08-2025,East,Amit,Grocery,Sugar,34,405.52,13787.68,Retail
ORD00271,27-03-2025,East,Karthik,Grocery,Rice,29,189.94,5508.26,Retail
ORD00272,12-11-2024,West,Meena,Furniture,Cabinet,20,1039.98,20799.6,Wholesale
ORD00273,09-02-2024,South,Priya,Furniture,Table,16,1749.34,27989.44,Retail
ORD00274,03-11-2024,North,Rahul,Grocery,Milk,20,1577.99,31559.8,Wholesale
ORD00275,29-02-2024,South,Meena,Clothing,Shoes,17,104.62,1778.54,Wholesale
ORD00276,27-07-2024,West,Amit,Furniture,Table,44,430.44,18939.36,Retail
ORD00277,05-10-2025,East,Rahul,Electronics,Laptop,49,1583.37,77585.13,Wholesale
ORD00278,20-05-2025,South,Sneha,Furniture,Cabinet,27,1910.53,51584.31,Wholesale
ORD00279,10-11-2025,East,Sneha,Clothing,Jacket,50,1758.65,87932.5,Wholesale
ORD00280,28-03-2024,South,Arjun,Clothing,Shoes,26,199.17,5178.42,Retail
ORD00281,09-07-2024,North,Amit,Electronics,Monitor,26,1238.4,32198.4,Retail
ORD00282,16-12-2024,East,Meena,Clothing,Shoes,25,1143.08,28577,Retail
ORD00283,25-07-2024,South,Divya,Clothing,Shirt,27,1261.54,34061.58,Retail
ORD00284,22-11-2024,South,Arjun,Electronics,Monitor,13,1894.22,24624.86,Wholesale
ORD00285,12-11-2024,North,Amit,Grocery,Rice,25,702.26,17556.5,Wholesale
ORD00286,13-11-2024,East,Amit,Clothing,Jeans,32,1137.03,36384.96,Wholesale
ORD00287,17-11-2024,East,Karthik,Electronics,Laptop,34,1235.19,41996.46,Wholesale
ORD00288,21-09-2024,East,Priya,Electronics,Tablet,14,248.29,3476.06,Retail
ORD00289,09-05-2024,West,Meena,Grocery,Milk,23,1501.48,34534.04,Wholesale
ORD00290,04-09-2025,North,Divya,Clothing,Shoes,17,1664.02,28288.34,Retail
ORD00291,04-08-2025,North,Amit,Furniture,Table,37,750.01,27750.37,Retail
ORD00292,26-07-2024,South,Rahul,Electronics,Tablet,37,1805.91,66818.67,Retail
ORD00293,19-07-2025,South,Rahul,Furniture,Desk,18,313.71,5646.78,Retail
ORD00294,09-12-2025,North,Arjun,Furniture,Cabinet,17,128.17,2178.89,Retail
ORD00295,27-01-2024,West,Arjun,Clothing,Jeans,15,1020.21,15303.15,Wholesale
ORD00296,19-04-2024,East,Meena,Clothing,Shirt,21,746.38,15673.98,Wholesale
ORD00297,06-06-2024,South,Karthik,Furniture,Table,18,1041.04,18738.72,Retail
ORD00298,03-06-2025,West,Sneha,Electronics,Tablet,37,949.54,35132.98,Wholesale
ORD00299,20-11-2024,East,Divya,Furniture,Table,5,1101.7,5508.5,Retail
ORD00300,01-03-2025,South,Arjun,Electronics,Tablet,8,1044.55,8356.4,Wholesale
ORD00301,19-07-2024,South,Priya,Grocery,Oil,43,1800.33,77414.19,Wholesale
ORD00302,26-10-2024,South,Rahul,Furniture,Chair,8,841.42,6731.36,Wholesale
ORD00303,20-12-2025,East,Amit,Grocery,Oil,30,543.16,16294.8,Retail
ORD00304,19-07-2025,West,Arjun,Clothing,Shirt,33,58.25,1922.25,Retail
ORD00305,09-09-2025,West,Meena,Clothing,Jacket,50,1316.86,65843,Wholesale
ORD00306,07-04-2024,East,Arjun,Clothing,Shirt,13,81.12,1054.56,Retail
